CO,District Code,DISTRICT,Total_Budget,Total_Students,Per_Student_Spending,LEA Type
25,73585,Modoc Joint Unified,"8,240,163",791.3,"10,413",Unified
25,73593,Tulelake Basin Joint Unified,"5,703,470",401.7,"14,199",Unified
26,73668,Eastern Sierra Unified,"9,441,666",377.5,"25,014",Unified
26,73692,Mammoth Unified,"13,423,899","1,137.7","11,800",Unified
27,65961,Alisal Union,"90,981,679","8,631.0","10,541",Elementary
27,65979,Bradley Union Elementary,"990,306",70.7,"14,005",Elementary
27,65987,Carmel Unified,"51,362,218","2,397.1","21,427",Unified
27,65995,Chualar Union,"3,495,301",314.7,"11,109",Elementary
27,66027,Graves Elementary,"457,147",43.2,"10,589",Elementary
27,66035,Greenfield Union Elementary,"37,266,865","3,363.3","11,080",Elementary
27,66050,King City Union,"26,775,683","2,533.5","10,569",Elementary
27,66068,South Monterey County Joint Union High,"23,846,493","2,031.5","11,739",High
27,66076,Lagunita Elementary,"837,122",95.4,"8,772",Elementary
27,66084,Mission Union Elementary,"1,212,034",122.3,"9,913",Elementary
27,66092,Monterey Peninsula Unified,"110,494,128","9,191.3","12,022",Unified
27,66134,Pacific Grove Unified,"29,987,726","1,989.4","15,074",Unified
27,66142,Salinas City Elementary,"91,903,471","8,588.8","10,700",Elementary
27,66159,Salinas Union High,"166,178,449","14,258.9","11,654",High
27,66167,San Antonio Union Elementary,"1,863,753",153.2,"12,168",Elementary
27,66175,San Ardo Union Elementary,"1,351,931",93.8,"14,414",Elementary
27,66183,San Lucas Union Elementary,"922,196",61.7,"14,951",Elementary
27,66191,Santa Rita Union Elementary,"30,207,947","3,340.1","9,044",Elementary
27,66225,Spreckels Union Elementary,"8,289,157",935.4,"8,862",Elementary
27,66233,Washington Union Elementary,"7,757,721",852.4,"9,102",Elementary
27,73825,North Monterey County Unified,"50,848,525","4,285.5","11,865",Unified
27,75150,Big Sur Unified,"859,738",9.9,"86,930",Unified
27,75440,Soledad Unified,"53,345,846","4,617.9","11,552",Unified
27,75473,Gonzales Unified,"28,041,505","2,293.5","12,226",Unified
28,66241,Calistoga Joint Unified,"14,061,134",826.7,"17,010",Unified
28,66258,Howell Mountain Elementary,"1,651,020",81.4,"20,293",Elementary
28,66266,Napa Valley Unified,"180,196,699","16,098.9","11,193",Unified
28,66282,Pope Valley Union Elementary,"1,268,750",54.8,"23,161",Elementary
28,66290,Saint Helena Unified,"28,394,956","1,204.5","23,574",Unified
29,66316,Chicago Park Elementary,"1,528,562",120.5,"12,689",Elementary
29,66324,Clear Creek Elementary,"1,412,096",139.6,"10,118",Elementary
29,66332,Grass Valley Elementary,"13,732,925","1,162.1","11,817",Elementary
29,66340,Nevada City Elementary,"7,755,601",730.0,"10,625",Elementary
29,66357,Nevada Joint Union High,"32,168,812","2,456.1","13,098",High
29,66373,Pleasant Ridge Union Elementary,"11,215,045","1,120.5","10,009",Elementary
29,66407,Union Hill Elementary,"5,880,289",633.0,"9,289",Elementary
29,66415,Twin Ridges Elementary,"1,615,942",83.3,"19,392",Elementary
29,76877,Penn Valley Union Elementary,"6,003,771",531.6,"11,293",Elementary
30,66423,Anaheim Elementary,"213,787,912","17,617.5","12,135",Elementary
30,66431,Anaheim Union High,"340,387,200","29,381.5","11,585",High
30,66449,Brea-Olinda Unified,"54,296,640","5,682.0","9,556",Unified
30,66456,Buena Park Elementary,"53,885,137","4,622.8","11,656",Elementary
30,66464,Capistrano Unified,"449,005,297","46,411.0","9,675",Unified
30,66472,Centralia Elementary,"46,649,051","4,274.0","10,915",Elementary
30,66480,Cypress Elementary,"37,434,979","3,852.8","9,716",Elementary
30,66498,Fountain Valley Elementary,"55,112,095","6,197.3","8,893",Elementary
30,66506,Fullerton Elementary,"131,744,009","13,019.6","10,119",Elementary
30,66514,Fullerton Joint Union High,"152,593,087","13,377.4","11,407",High
30,66522,Garden Grove Unified,"462,725,778","42,816.0","10,807",Unified
30,66530,Huntington Beach City Elementary,"64,936,776","6,675.4","9,728",Elementary
30,66548,Huntington Beach Union High,"175,182,056","15,346.6","11,415",High
30,66555,Laguna Beach Unified,"53,069,818","2,866.1","18,516",Unified
30,66563,La Habra City Elementary,"49,669,235","4,547.4","10,923",Elementary
30,66589,Magnolia Elementary,"65,037,736","6,002.6","10,835",Elementary
30,66597,Newport-Mesa Unified,"265,939,103","20,574.9","12,925",Unified
30,66613,Ocean View,"84,975,617","8,197.3","10,366",Elementary
30,66621,Orange Unified,"277,892,789","25,212.3","11,022",Unified
30,66647,Placentia-Yorba Linda Unified,"256,792,321","24,775.8","10,365",Unified
30,66670,Santa Ana Unified,"604,082,208","48,248.8","12,520",Unified
30,66696,Savanna Elementary,"24,492,440","2,242.9","10,920",Elementary
30,66746,Westminster,"99,872,714","9,094.3","10,982",Elementary
30,73635,Saddleback Valley Unified,"267,909,221","26,759.4","10,012",Unified
30,73643,Tustin Unified,"231,175,204","23,338.4","9,905",Unified
30,73650,Irvine Unified,"337,400,033","32,458.8","10,395",Unified
30,73924,Los Alamitos Unified,"95,637,784","9,616.6","9,945",Unified
31,66761,Ackerman Charter,"4,587,243",563.8,"8,136",Elementary
31,66779,Alta-Dutch Flat Union Elementary,"1,138,512",100.9,"11,284",Elementary
31,66787,Auburn Union Elementary,"13,611,232","1,166.1","11,673",Elementary
31,66795,Colfax Elementary,"3,299,620",303.9,"10,857",Elementary
31,66803,Dry Creek Joint Elementary,"60,566,577","6,546.3","9,252",Elementary
31,66829,Eureka Union,"32,425,474","3,283.3","9,876",Elementary
31,66837,Foresthill Union Elementary,"4,054,960",377.5,"10,743",Elementary
31,66845,Loomis Union Elementary,"20,603,217","2,403.6","8,572",Elementary
31,66852,Newcastle Elementary,"2,412,958",141.1,"17,107",Elementary
31,66886,Placer Hills Union Elementary,"7,174,073",703.3,"10,201",Elementary
31,66894,Placer Union High,"43,217,765","3,813.3","11,333",High
31,66910,Roseville City Elementary,"96,283,173","10,201.5","9,438",Elementary
31,66928,Roseville Joint Union High,"101,002,658","9,782.9","10,324",High
31,66944,Tahoe-Truckee Unified,"58,083,707","3,655.4","15,890",Unified
31,66951,Western Placer Unified,"65,996,200","6,557.6","10,064",Unified
31,75085,Rocklin Unified,"101,145,745","11,113.6","9,101",Unified
32,66969,Plumas Unified,"22,288,473","1,676.1","13,298",Unified
33,66977,Alvord Unified,"214,255,373","18,315.2","11,698",Unified
33,66985,Banning Unified,"52,591,799","4,241.7","12,399",Unified
33,66993,Beaumont Unified,"87,606,479","9,271.6","9,449",Unified
33,67033,Corona-Norco Unified,"549,951,177","51,214.7","10,738",Unified
33,67041,Desert Center Unified,"1,098,046",12.6,"87,285",Unified
33,67058,Desert Sands Unified,"306,947,483","25,238.0","12,162",Unified
33,67082,Hemet Unified,"242,767,191","20,127.3","12,062",Unified
33,67090,Jurupa Unified,"212,152,174","18,306.1","11,589",Unified
33,67116,Menifee Union Elementary,"93,272,947","9,565.8","9,751",Elementary
33,67124,Moreno Valley Unified,"376,791,147","31,417.2","11,993",Unified
33,67157,Nuview Union,"15,912,320","1,445.0","11,012",Elementary
33,67173,Palm Springs Unified,"274,076,161","20,820.5","13,164",Unified
33,67181,Palo Verde Unified,"32,655,928","2,835.1","11,518",Unified
33,67199,Perris Elementary,"57,463,541","4,759.8","12,073",Elementary
33,67207,Perris Union High,"111,145,852","8,987.6","12,367",High
33,67215,Riverside Unified,"465,226,574","39,642.5","11,736",Unified
33,67231,Romoland Elementary,"37,122,705","3,670.5","10,114",Elementary
33,67249,San Jacinto Unified,"104,947,430","9,363.5","11,208",Unified
33,73676,Coachella Valley Unified,"245,553,640","17,583.9","13,965",Unified
33,75176,Lake Elsinore Unified,"216,187,423","20,425.6","10,584",Unified
33,75192,Temecula Valley Unified,"273,111,258","26,970.7","10,126",Unified
33,75200,Murrieta Valley Unified,"217,177,874","21,863.7","9,933",Unified
33,75242,Val Verde Unified,"208,199,034","19,195.4","10,846",Unified
34,67280,Arcohe Union Elementary,"3,787,344",421.1,"8,995",Elementary
34,67314,Elk Grove Unified,"644,546,891","59,683.1","10,799",Unified
34,67322,Elverta Joint Elementary,"2,932,075",232.0,"12,636",Elementary
34,67330,Folsom-Cordova Unified,"203,757,127","19,269.8","10,574",Unified
34,67348,Galt Joint Union Elementary,"39,533,735","3,455.2","11,442",Elementary
34,67355,Galt Joint Union High,"24,286,433","2,049.4","11,850",High
34,67413,River Delta Joint Unified,"20,877,221","1,818.1","11,483",Unified
34,67421,Robla Elementary,"25,013,839","2,073.5","12,063",Elementary
34,67439,Sacramento City Unified,"447,208,594","38,493.5","11,618",Unified
34,67447,San Juan Unified,"410,480,332","37,462.0","10,957",Unified
34,73973,Center Joint Unified,"43,194,455","4,193.5","10,300",Unified
34,75283,Natomas Unified,"98,803,603","9,303.3","10,620",Unified
34,76505,Twin Rivers Unified,"298,543,637","24,619.2","12,126",Unified
35,67454,Bitterwater-Tully Elementary,"378,941",30.0,"12,636",Elementary
35,67462,Cienega Union Elementary,"301,111",22.7,"13,241",Elementary
35,67470,Hollister,"56,489,487","5,125.9","11,020",Elementary
35,67488,Jefferson Elementary,"218,931",9.3,"23,465",Elementary
35,67504,North County Joint Union Elementary,"6,101,522",723.9,"8,429",Elementary
35,67520,Panoche Elementary,"162,718",6.7,"24,323",Elementary
35,67538,San Benito High,"30,555,664","2,841.6","10,753",High
35,67553,Southside Elementary,"1,713,783",209.3,"8,187",Elementary
35,67561,Tres Pinos Union Elementary,"978,003",121.0,"8,085",Elementary
35,67579,Willow Grove Union Elementary,"411,507",16.4,"25,122",Elementary
35,75259,Aromas/San Juan Unified,"10,564,969","1,067.8","9,894",Unified
36,67587,Adelanto Elementary,"82,948,160","7,893.6","10,508",Elementary
36,67595,Alta Loma Elementary,"53,919,320","5,755.0","9,369",Elementary
36,67611,Barstow Unified,"60,878,469","5,765.2","10,560",Unified
36,67637,Bear Valley Unified,"26,497,245","2,367.0","11,194",Unified
36,67645,Central Elementary,"42,182,832","4,377.2","9,637",Elementary
36,67652,Chaffey Joint Union High,"271,149,057","22,698.4","11,946",High
36,67678,Chino Valley Unified,"263,446,798","26,824.1","9,821",Unified
36,67686,Colton Joint Unified,"251,168,790","21,493.6","11,686",Unified
36,67694,Cucamonga Elementary,"29,958,292","2,392.9","12,519",Elementary
36,67702,Etiwanda Elementary,"131,575,107","13,635.9","9,649",Elementary
36,67710,Fontana Unified,"425,581,055","36,374.5","11,700",Unified
36,67736,Helendale Elementary,"5,866,464",618.6,"9,483",Elementary
36,67777,Morongo Unified,"94,595,499","7,937.6","11,917",Unified
36,67785,Mountain View Elementary,"22,878,031","2,458.6","9,305",Elementary
36,67793,Mt. Baldy Joint Elementary,"1,138,715",98.3,"11,590",Elementary
36,67801,Needles Unified,"12,108,408",902.9,"13,411",Unified
36,67819,Ontario-Montclair,"245,229,815","20,853.9","11,759",Elementary
36,67827,Oro Grande Elementary,"4,937,561",102.7,"48,063",Elementary
36,67843,Redlands Unified,"207,025,257","20,119.2","10,290",Unified
36,67850,Rialto Unified,"281,247,691","24,646.4","11,411",Unified
36,67868,Rim of the World Unified,"36,435,629","3,244.0","11,232",Unified
36,67876,San Bernardino City Unified,"612,844,761","46,754.0","13,108",Unified
36,67892,Trona Joint Unified,"5,600,202",251.3,"22,283",Unified
36,67918,Victor Elementary,"117,453,525","11,711.4","10,029",Elementary
36,67934,Victor Valley Union High,"112,983,435","9,397.8","12,022",High
36,67959,Yucaipa-Calimesa Joint Unified,"82,417,088","7,891.0","10,444",Unified
36,73858,Baker Valley Unified,"2,698,490",121.5,"22,215",Unified
36,73890,Silver Valley Unified,"31,393,181","1,996.2","15,726",Unified
36,73957,Snowline Joint Unified,"78,746,482","7,129.2","11,046",Unified
36,75044,Hesperia Unified,"216,846,466","20,394.5","10,633",Unified
36,75051,Lucerne Valley Unified,"9,421,152",667.8,"14,108",Unified
36,75069,Upland Unified,"113,850,489","10,642.1","10,698",Unified
36,75077,Apple Valley Unified,"129,500,688","12,263.5","10,560",Unified
37,67967,Alpine Union Elementary,"15,273,052","1,675.7","9,114",Elementary
37,67983,Borrego Springs Unified,"5,828,408",379.4,"15,363",Unified
37,67991,Cajon Valley Union,"166,082,172","15,730.3","10,558",Elementary
37,68007,Cardiff Elementary,"9,007,616",673.7,"13,370",Elementary
37,68023,Chula Vista Elementary,"256,840,421","22,665.6","11,332",Elementary
37,68031,Coronado Unified,"34,481,604","2,933.4","11,755",Unified
37,68049,Dehesa Elementary,"3,703,817",141.8,"26,113",Elementary
37,68056,Del Mar Union Elementary,"54,721,318","4,312.6","12,689",Elementary
37,68080,Encinitas Union Elementary,"57,757,820","5,138.4","11,241",Elementary
37,68098,Escondido Union,"180,067,733","15,489.4","11,625",Elementary
37,68106,Escondido Union High,"88,507,716","7,037.6","12,576",High
37,68114,Fallbrook Union Elementary,"56,424,081","4,766.9","11,837",Elementary
37,68122,Fallbrook Union High,"29,208,202","2,112.0","13,830",High
37,68130,Grossmont Union High,"210,255,725","15,724.4","13,371",High
37,68155,Jamul-Dulzura Union Elementary,"6,392,343",573.7,"11,142",Elementary
37,68163,Julian Union Elementary,"6,041,666",288.0,"20,977",Elementary
37,68171,Julian Union High,"2,507,213",139.1,"18,026",High
37,68189,Lakeside Union Elementary,"51,257,271","4,848.3","10,572",Elementary
37,68197,La Mesa-Spring Valley,"122,826,364","11,727.4","10,473",Elementary
37,68205,Lemon Grove,"41,687,340","3,602.0","11,573",Elementary
37,68213,Mountain Empire Unified,"20,891,898","1,476.9","14,146",Unified
37,68221,National Elementary,"61,305,110","5,174.2","11,848",Elementary
37,68296,Poway Unified,"345,134,074","34,749.0","9,932",Unified
37,68304,Ramona City Unified,"52,179,647","5,260.9","9,918",Unified
37,68312,Rancho Santa Fe Elementary,"11,451,761",605.6,"18,909",Elementary
37,68338,San Diego Unified,"1,332,368,963","100,511.1","13,256",Unified
37,68346,San Dieguito Union High,"133,702,168","12,321.2","10,851",High
37,68353,San Pasqual Union Elementary,"5,310,222",536.0,"9,907",Elementary
37,68361,Santee,"60,601,961","6,544.7","9,260",Elementary
37,68379,San Ysidro Elementary,"53,791,247","4,580.0","11,745",Elementary
37,68387,Solana Beach Elementary,"45,976,182","2,900.8","15,849",Elementary
37,68395,South Bay Union,"68,423,035","5,270.6","12,982",Elementary
37,68403,Spencer Valley Elementary,"2,764,177",30.4,"90,867",Elementary
37,68411,Sweetwater Union High,"449,675,253","37,055.4","12,135",High
37,68437,Vallecitos Elementary,"2,447,421",198.8,"12,309",Elementary
37,68452,Vista Unified,"244,693,157","20,843.8","11,739",Unified
37,73551,Carlsbad Unified,"103,147,568","10,727.6","9,615",Unified
37,73569,Oceanside Unified,"204,844,073","17,326.3","11,823",Unified
37,73791,San Marcos Unified,"204,399,889","20,068.1","10,185",Unified
37,75416,Warner Unified,"4,151,317",146.9,"28,267",Unified
37,75614,Valley Center-Pauma Unified,"45,780,222","3,831.8","11,948",Unified
37,76851,Bonsall Unified,"23,225,968","2,249.1","10,327",Unified
38,68478,San Francisco Unified,"616,535,632","50,753.2","12,148",Unified
39,68486,Banta Elementary,"4,293,445",345.7,"12,419",Elementary
39,68502,Escalon Unified,"24,430,764","2,491.4","9,806",Unified
39,68544,Jefferson Elementary,"21,196,433","2,256.6","9,393",Elementary
39,68569,Lincoln Unified,"86,452,894","8,672.6","9,969",Unified
39,68577,Linden Unified,"22,486,206","2,118.7","10,613",Unified
39,68585,Lodi Unified,"289,414,689","27,165.3","10,654",Unified
39,68593,Manteca Unified,"218,450,665","22,157.3","9,859",Unified
39,68619,New Hope Elementary,"2,355,079",194.2,"12,128",Elementary
39,68627,New Jerusalem Elementary,"2,966,986",24.8,"119,540",Elementary
39,68635,Oak View Union Elementary,"3,360,114",394.1,"8,526",Elementary
39,68650,Ripon Unified,"27,756,658","3,058.6","9,075",Unified
39,68676,Stockton Unified,"395,538,174","32,955.5","12,002",Unified
39,75499,Tracy Joint Unified,"146,058,162","14,397.0","10,145",Unified
39,76760,Lammersville Joint Unified,"39,404,469","4,425.5","8,904",Unified
40,68700,Atascadero Unified,"45,960,899","4,433.3","10,367",Unified
40,68726,Cayucos Elementary,"3,198,899",200.7,"15,936",Elementary
40,68759,Lucia Mar Unified,"104,920,048","10,124.5","10,363",Unified
40,68791,Pleasant Valley Joint Union Elementary,"1,084,920",90.1,"12,045",Elementary
40,68809,San Luis Coastal Unified,"88,247,204","7,158.9","12,327",Unified
40,68825,San Miguel Joint Union,"6,696,482",576.6,"11,615",Elementary
40,68833,Shandon Joint Unified,"3,947,499",301.2,"13,105",Unified
40,68841,Templeton Unified,"24,313,386","2,299.3","10,574",Unified
40,75457,Paso Robles Joint Unified,"71,911,209","6,439.9","11,166",Unified
40,75465,Coast Unified,"11,858,399",612.8,"19,352",Unified
41,68858,Bayshore Elementary,"4,614,069",354.8,"13,004",Elementary
41,68866,Belmont-Redwood Shores Elementary,"42,192,063","4,093.6","10,307",Elementary
41,68874,Brisbane Elementary,"7,501,254",448.5,"16,726",Elementary
41,68882,Burlingame Elementary,"32,615,304","3,296.6","9,894",Elementary
41,68890,Cabrillo Unified,"33,754,718","3,141.0","10,747",Unified
41,68908,Hillsborough City Elementary,"26,921,972","1,428.2","18,850",Elementary
41,68916,Jefferson Elementary,"65,284,991","6,056.2","10,780",Elementary
41,68924,Jefferson Union High,"49,844,501","4,188.4","11,901",High
41,68932,Pacifica,"30,003,356","3,022.3","9,927",Elementary
41,68940,La Honda-Pescadero Unified,"5,655,678",303.8,"18,615",Unified
41,68957,Las Lomitas Elementary,"24,085,890","1,336.4","18,022",Elementary
41,68965,Menlo Park City Elementary,"45,971,289","2,890.7","15,903",Elementary
41,68973,Millbrae Elementary,"22,311,765","2,363.0","9,442",Elementary
41,68981,Portola Valley Elementary,"13,833,443",605.2,"22,860",Elementary
41,68999,Ravenswood City Elementary,"47,264,478","2,902.8","16,282",Elementary
41,69005,Redwood City Elementary,"93,933,093","7,627.5","12,315",Elementary
41,69013,San Bruno Park Elementary,"26,181,865","2,536.8","10,321",Elementary
41,69021,San Carlos Elementary,"35,223,311","3,045.9","11,564",Elementary
41,69039,San Mateo-Foster City,"117,243,618","11,550.1","10,151",Elementary
41,69047,San Mateo Union High,"140,925,647","8,294.6","16,990",High
41,69062,Sequoia Union High,"135,683,697","8,145.1","16,658",High
41,69070,South San Francisco Unified,"93,224,030","8,454.1","11,027",Unified
41,69088,Woodside Elementary,"10,599,567",417.6,"25,385",Elementary
42,69104,Ballard Elementary,"2,128,088",121.6,"17,498",Elementary
42,69112,Blochman Union Elementary,"2,025,999",185.7,"10,909",Elementary
42,69120,Santa Maria-Bonita,"184,444,497","16,285.8","11,325",Elementary
42,69138,Buellton Union Elementary,"10,463,575",639.0,"16,376",Elementary
42,69146,Carpinteria Unified,"26,315,740","2,155.4","12,209",Unified
42,69161,Cold Spring Elementary,"3,716,888",166.4,"22,337",Elementary
42,69179,College Elementary,"4,544,369",188.9,"24,054",Elementary
42,69195,Goleta Union Elementary,"47,433,265","3,430.5","13,827",Elementary
42,69203,Guadalupe Union Elementary,"14,127,794","1,168.2","12,094",Elementary
42,69211,Hope Elementary,"10,550,536",977.5,"10,793",Elementary
42,69229,Lompoc Unified,"96,180,887","9,121.7","10,544",Unified
42,69245,Los Olivos Elementary,"2,036,810",142.2,"14,329",Elementary
42,69252,Montecito Union Elementary,"11,269,229",394.6,"28,559",Elementary
42,69260,Orcutt Union Elementary,"42,161,735","4,294.6","9,817",Elementary
42,69310,Santa Maria Joint Union High,"91,441,485","7,344.5","12,450",High
42,69328,Santa Ynez Valley Union High,"10,804,075",898.9,"12,019",High
42,69336,Solvang Elementary,"5,080,444",553.7,"9,176",Elementary
42,69344,Vista del Mar Union,"2,267,232",94.8,"23,924",Elementary
42,75010,Cuyama Joint Unified,"3,070,208",211.5,"14,517",Unified
42,76786,Santa Barbara Unified,"148,349,674","13,058.4","11,360",Unified
43,69369,Alum Rock Union Elementary,"134,701,262","10,115.6","13,316",Elementary
43,69377,Berryessa Union Elementary,"69,711,950","7,097.0","9,823",Elementary
43,69385,Cambrian,"34,723,312","3,428.9","10,127",Elementary
43,69393,Campbell Union,"83,273,260","7,188.2","11,585",Elementary
43,69401,Campbell Union High,"92,881,976","7,337.5","12,659",High
43,69419,Cupertino Union,"185,079,707","18,249.6","10,142",Elementary
43,69427,East Side Union High,"260,669,969","21,942.6","11,880",High
43,69435,Evergreen Elementary,"112,413,332","11,449.4","9,818",Elementary
43,69450,Franklin-McKinley Elementary,"93,853,553","7,696.6","12,194",Elementary
43,69468,Fremont Union High,"142,177,460","10,463.3","13,588",High
43,69484,Gilroy Unified,"115,739,869","10,844.1","10,673",Unified
43,69492,Lakeside Joint,"1,665,927",82.5,"20,205",Elementary
43,69500,Loma Prieta Joint Union Elementary,"5,971,560",486.8,"12,268",Elementary
43,69518,Los Altos Elementary,"58,966,181","4,382.1","13,456",Elementary
43,69526,Los Gatos Union Elementary,"36,384,461","3,154.6","11,534",Elementary
43,69534,Los Gatos-Saratoga Joint Union High,"50,941,782","3,169.7","16,072",High
43,69542,Luther Burbank,"6,249,157",504.7,"12,383",Elementary
43,69575,Moreland,"52,747,830","4,626.9","11,400",Elementary
43,69583,Morgan Hill Unified,"81,954,837","8,013.6","10,227",Unified
43,69591,Mountain View Whisman,"65,755,265","4,941.6","13,306",Elementary
43,69609,Mountain View-Los Altos Union High,"76,244,683","3,940.4","19,349",High
43,69617,Mt. Pleasant Elementary,"29,178,700","2,290.3","12,740",Elementary
43,69625,Oak Grove Elementary,"107,981,794","9,997.9","10,801",Elementary
43,69633,Orchard Elementary,"9,072,301",870.1,"10,427",Elementary
43,69641,Palo Alto Unified,"228,864,590","11,805.5","19,386",Unified
43,69666,San Jose Unified,"356,525,400","29,471.3","12,097",Unified
43,69674,Santa Clara Unified,"216,481,658","14,649.0","14,778",Unified
43,69682,Saratoga Union Elementary,"29,940,520","1,870.6","16,006",Elementary
43,69690,Sunnyvale,"80,634,437","6,247.5","12,907",Elementary
43,69708,Union Elementary,"58,370,454","5,608.6","10,407",Elementary
43,73387,Milpitas Unified,"99,010,413","10,072.3","9,830",Unified
44,40261,Santa Cruz City Elementary/High,"77,185,262","6,259.3","12,331",Comm Admin
44,69732,Bonny Doon Union Elementary,"1,820,953",154.6,"11,780",Elementary
44,69757,Happy Valley Elementary,"1,320,096",117.7,"11,221",Elementary
44,69765,Live Oak Elementary,"19,259,179","1,675.6","11,494",Elementary
44,69773,Mountain Elementary,"1,495,691",113.4,"13,192",Elementary
44,69781,Pacific Elementary,"1,243,371",102.1,"12,178",Elementary
44,69799,Pajaro Valley Unified,"223,699,520","17,310.7","12,923",Unified
44,69807,San Lorenzo Valley Unified,"23,760,466","2,219.5","10,706",Unified
44,69849,Soquel Union Elementary,"18,588,434","1,884.0","9,867",Elementary
44,75432,Scotts Valley Unified,"24,870,148","2,395.0","10,384",Unified
45,69856,Anderson Union High,"17,661,354","1,479.3","11,939",High
45,69872,Bella Vista Elementary,"3,631,269",347.3,"10,457",Elementary
45,69880,Black Butte Union Elementary,"2,428,750",191.4,"12,689",Elementary
45,69914,Cascade Union Elementary,"12,907,348","1,022.9","12,619",Elementary
45,69922,Castle Rock Union Elementary,"728,296",46.1,"15,802",Elementary
45,69948,Columbia Elementary,"7,696,822",762.5,"10,095",Elementary
45,69955,Cottonwood Union Elementary,"8,959,388",837.4,"10,699",Elementary
45,69971,Enterprise Elementary,"38,664,616","3,596.0","10,752",Elementary
45,69989,Fall River Joint Unified,"14,205,491","1,122.2","12,659",Unified
45,69997,French Gulch-Whiskeytown Elementary,"399,809",27.1,"14,775",Elementary
45,70003,Grant Elementary,"6,474,111",619.7,"10,447",Elementary
45,70011,Happy Valley Union Elementary,"5,172,189",470.2,"11,001",Elementary
45,70029,"Igo, Ono, Platina Union Elementary","758,805",38.9,"19,512",Elementary
45,70037,Indian Springs Elementary,"568,237",10.9,"51,941",Elementary
45,70045,Junction Elementary,"2,573,802",261.1,"9,856",Elementary
45,70052,Millville Elementary,"2,560,632",242.6,"10,557",Elementary
45,70078,North Cow Creek Elementary,"2,309,426",250.5,"9,219",Elementary
45,70086,Oak Run Elementary,"807,071",55.9,"14,430",Elementary
45,70094,Pacheco Union Elementary,"6,701,821",597.8,"11,211",Elementary
45,70110,Redding Elementary,"31,869,343","2,835.2","11,241",Elementary
45,70128,Shasta Union Elementary,"1,472,549",145.8,"10,102",Elementary
45,70136,Shasta Union High,"52,321,221","4,137.0","12,647",High
45,70169,Whitmore Union Elementary,"647,539",29.5,"21,973",Elementary
45,73700,Mountain Union Elementary,"1,097,154",59.3,"18,492",Elementary
45,75267,Gateway Unified,"28,826,850","2,151.5","13,399",Unified
46,70177,Sierra-Plumas Joint Unified,"4,885,072",362.6,"13,472",Unified
47,70185,Big Springs Union Elementary,"1,608,849",167.8,"9,587",Elementary
47,70193,Bogus Elementary,"203,400",19.2,"10,616",Elementary
47,70201,Butteville Union Elementary,"1,894,239",204.4,"9,267",Elementary
47,70227,Delphic Elementary,"539,494",55.9,"9,651",Elementary
47,70243,Dunsmuir Elementary,"1,125,670",83.7,"13,449",Elementary
47,70250,Dunsmuir Joint Union High,"1,711,030",58.8,"29,089",High
47,70292,Forks of Salmon Elementary,"251,362",8.4,"29,924",Elementary
47,70318,Gazelle Union Elementary,"451,098",27.9,"16,163",Elementary
47,70326,Grenada Elementary,"1,812,298",188.9,"9,594",Elementary
47,70334,Happy Camp Union Elementary,"1,312,364",98.2,"13,360",Elementary
47,70359,Hornbrook Elementary,"790,044",51.8,"15,249",Elementary
47,70367,Junction Elementary,"513,758",19.6,"26,199",Elementary
47,70375,Klamath River Union Elementary,"306,484",18.7,"16,407",Elementary
47,70383,Little Shasta Elementary,"206,423",11.0,"18,851",Elementary
47,70409,McCloud Union Elementary,"732,536",57.3,"12,775",Elementary
47,70417,Montague Elementary,"1,768,030",157.9,"11,194",Elementary
47,70425,Mt. Shasta Union Elementary,"5,321,287",551.0,"9,658",Elementary
47,70458,Seiad Elementary,"447,674",17.8,"25,136",Elementary
47,70466,Siskiyou Union High,"8,424,162",508.8,"16,558",High
47,70482,Weed Union Elementary,"2,892,375",254.3,"11,372",Elementary
47,70490,Willow Creek Elementary,"512,589",37.5,"13,687",Elementary
47,70508,Yreka Union Elementary,"8,971,440",909.6,"9,863",Elementary
47,70516,Yreka Union High,"8,314,201",573.5,"14,497",High
47,73684,Butte Valley Unified,"3,786,866",287.9,"13,155",Unified
47,76455,Scott Valley Unified,"8,244,842",621.7,"13,262",Unified
48,70524,Benicia Unified,"45,425,467","4,637.3","9,796",Unified
48,70532,Dixon Unified,"32,961,635","3,116.6","10,576",Unified
48,70540,Fairfield-Suisun Unified,"203,929,500","20,563.5","9,917",Unified
48,70565,Travis Unified,"52,845,644","5,358.5","9,862",Unified
48,70573,Vacaville Unified,"103,006,597","10,490.8","9,819",Unified
48,70581,Vallejo City Unified,"142,036,730","11,717.9","12,121",Unified
49,40246,Petaluma City Elementary/Joint Union High,"79,288,099",7081.1,"11,197",Comm Admin
49,40253,"Santa Rosa Elementary/High, City of","172,744,687","14,127.3","12,228",Comm Admin
49,70599,Alexander Valley Union Elementary,"2,167,877",124.6,"17,406",Elementary
49,70607,West Sonoma County Union High,"22,649,760","1,807.2","12,533",High
49,70615,Bellevue Union Elementary,"23,327,803","1,670.4","13,965",Elementary
49,70623,Bennett Valley Union Elementary,"9,720,148",992.2,"9,796",Elementary
49,70649,Cinnabar Elementary,"3,181,040",264.8,"12,013",Elementary
49,70656,Cloverdale Unified,"15,786,474","1,363.2","11,580",Unified
49,70672,Dunham Elementary,"1,954,422",181.2,"10,784",Elementary
49,70680,Forestville Union Elementary,"4,613,792",320.7,"14,385",Elementary
