Zip Code,Median,Mean,Pop
26323,37353.00,50628.00,602.00
26325,32759.00,43250.00,320.00
26327,33273.00,44167.00,83.00
26330,60095.00,72270.00,14377.00
26335,33156.00,41455.00,1378.00
26337,30815.00,39784.00,1218.00
26338,43438.00,51180.00,629.00
26339,33385.00,39245.00,255.00
26342,26243.00,39350.00,509.00
26343,31002.00,41180.00,445.00
26346,35186.00,47142.00,972.00
26347,38176.00,44755.00,2068.00
26348,36168.00,43298.00,196.00
26349,27786.00,37681.00,132.00
26351,28708.00,40198.00,5120.00
26354,36488.00,43472.00,11135.00
26361,28619.00,39085.00,263.00
26362,32665.00,43082.00,3378.00
26366,27283.00,38842.00,144.00
26369,32606.00,39811.00,762.00
26372,32426.00,44384.00,686.00
26374,38012.00,46078.00,1375.00
26376,32331.00,42295.00,463.00
26377,35165.00,42326.00,700.00
26378,36858.00,48946.00,3820.00
26384,27900.00,40501.00,520.00
26385,46262.00,57225.00,3872.00
26386,33950.00,41140.00,2411.00
26404,32246.00,39745.00,458.00
26405,34734.00,44643.00,1179.00
26408,55627.00,65800.00,2852.00
26410,36216.00,44235.00,1037.00
26411,33083.00,38926.00,707.00
26412,32226.00,42130.00,546.00
26415,32765.00,43044.00,4016.00
26416,32563.00,45510.00,7529.00
26419,36168.00,43298.00,1131.00
26421,34716.00,46779.00,262.00
26422,36851.00,47919.00,606.00
26424,38188.00,43502.00,318.00
26425,39082.00,42396.00,1216.00
26426,37282.00,48047.00,7003.00
26430,26210.00,39339.00,466.00
26431,33528.00,45799.00,5950.00
26435,38188.00,43502.00,98.00
26436,26917.00,32413.00,204.00
26437,36084.00,43231.00,645.00
26438,32606.00,39811.00,176.00
26440,37806.00,44973.00,1135.00
26443,26655.00,39333.00,258.00
26444,39494.00,44669.00,3639.00
26447,31154.00,42523.00,1055.00
26448,39732.00,47058.00,1421.00
26451,40616.00,51690.00,685.00
26452,31025.00,43329.00,9676.00
26456,28594.00,34336.00,3734.00
26501,38862.00,50494.00,19616.00
26505,26051.00,43468.00,38772.00
26508,60578.00,76774.00,29170.00
26519,42038.00,54821.00,1836.00
26520,45506.00,48667.00,778.00
26521,47197.00,57706.00,346.00
26525,43966.00,59186.00,7064.00
26534,43428.00,47714.00,789.00
26537,38071.00,48810.00,5721.00
26541,38979.00,51880.00,2624.00
26542,45422.00,56562.00,2547.00
26543,39657.00,49260.00,252.00
26547,44340.00,50116.00,2376.00
26554,40780.00,50275.00,41369.00
26559,45969.00,50996.00,1269.00
26560,41237.00,55700.00,227.00
26562,40249.00,51338.00,634.00
26563,39583.00,48230.00,381.00
26568,32788.00,49407.00,679.00
26570,43084.00,53488.00,3595.00
26571,38765.00,48096.00,1833.00
26572,37175.00,45707.00,136.00
26574,41237.00,55700.00,664.00
26575,35917.00,51389.00,827.00
26576,39583.00,48230.00,608.00
26581,35980.00,49374.00,1104.00
26582,36129.00,43589.00,5335.00
26585,32879.00,41163.00,479.00
26586,40669.00,46977.00,209.00
26587,37995.00,48269.00,432.00
26588,42023.00,55894.00,2611.00
26590,47197.00,57706.00,791.00
26591,37421.00,47484.00,1511.00
26601,31659.00,42533.00,4898.00
26610,44530.00,60675.00,1090.00
26611,26210.00,39339.00,224.00
26615,34519.00,41870.00,245.00
26617,32060.00,44272.00,187.00
26619,34332.00,41753.00,606.00
26621,34519.00,41870.00,757.00
26623,31068.00,40324.00,1189.00
26624,31205.00,39799.00,2950.00
26627,34519.00,41870.00,447.00
26629,30523.00,42835.00,309.00
26631,34519.00,41870.00,352.00
26636,28026.00,39338.00,487.00
26638,25695.00,38712.00,178.00
26651,41950.00,53322.00,9650.00
26656,40660.00,46092.00,401.00
26660,28799.00,38176.00,255.00
26662,37846.00,49442.00,1154.00
26676,37846.00,49442.00,435.00
26678,45408.00,51666.00,1247.00
26679,45217.00,51610.00,1896.00
26680,36739.00,42344.00,340.00
26681,37846.00,49442.00,1486.00
26684,45408.00,51666.00,116.00
26690,36137.00,43252.00,584.00
26691,36091.00,48430.00,417.00
26704,33575.00,42575.00,5663.00
26705,36894.00,40518.00,1077.00
26707,40822.00,48457.00,344.00
26710,39350.00,49157.00,2133.00
26711,32583.00,42906.00,2655.00
26714,30827.00,41063.00,482.00
26716,36894.00,40518.00,706.00
26717,29556.00,38169.00,1170.00
26719,54225.00,69614.00,2785.00
26720,40822.00,48457.00,174.00
26722,30097.00,37466.00,599.00
26726,33472.00,44751.00,13306.00
26731,40822.00,48457.00,382.00
26739,40822.00,48457.00,889.00
26743,35855.00,44634.00,1613.00
26750,27407.00,36186.00,891.00
26753,46729.00,58402.00,6254.00
26755,34411.00,42986.00,833.00
26757,30793.00,39325.00,6464.00
26761,33525.00,43547.00,685.00
26763,35979.00,43943.00,1540.00
26764,38582.00,45867.00,4220.00
26767,34958.00,41339.00,768.00
26801,31750.00,39373.00,1118.00
26802,29224.00,40441.00,1357.00
26804,33525.00,41838.00,709.00
26807,36624.00,44193.00,2947.00
26808,30827.00,41063.00,967.00
26810,30055.00,38162.00,329.00
26812,33058.00,42177.00,1705.00
26814,33438.00,41776.00,415.00
26815,30645.00,41162.00,646.00
26817,36024.00,46516.00,443.00
26818,39524.00,48590.00,709.00
26823,30827.00,41063.00,198.00
26833,43979.00,48612.00,2309.00
26836,32282.00,41154.00,6578.00
26845,37007.00,43128.00,898.00
26847,34097.00,43684.00,6277.00
26851,36640.00,42987.00,2180.00
26852,29654.00,38187.00,869.00
26855,44510.00,48232.00,826.00
26865,30827.00,41063.00,248.00
26866,37225.00,44497.00,929.00
26884,33438.00,41776.00,625.00
27006,66031.00,80213.00,10879.00
27007,43493.00,52929.00,2086.00
27009,63202.00,73083.00,2160.00
27011,43177.00,52089.00,5234.00
27012,66970.00,86383.00,21096.00
27013,47523.00,52123.00,5645.00
27014,36076.00,49185.00,810.00
27016,44327.00,50334.00,1890.00
27017,35937.00,48725.00,8721.00
27018,38361.00,47557.00,7292.00
27019,45863.00,56497.00,4044.00
27020,38275.00,50511.00,6232.00
27021,41870.00,54177.00,16193.00
27022,43545.00,49147.00,1532.00
27023,74712.00,96470.00,10580.00
27024,32835.00,43681.00,2550.00
27025,45753.00,53506.00,10847.00
27027,32916.00,43426.00,4330.00
27028,46025.00,58699.00,22831.00
27030,36383.00,46843.00,37851.00
27040,64846.00,73432.00,9532.00
27041,43057.00,55153.00,6712.00
27042,45113.00,48040.00,840.00
27043,44858.00,58174.00,6182.00
27045,52888.00,57066.00,7539.00
27046,45262.00,48011.00,2016.00
27047,46940.00,58129.00,1108.00
27048,41395.00,48729.00,8478.00
27050,50740.00,60975.00,3602.00
27051,47321.00,53220.00,6738.00
27052,46004.00,54843.00,10475.00
27053,32613.00,42828.00,2942.00
27054,49561.00,53047.00,2639.00
27055,42028.00,53327.00,13169.00
27101,29327.00,41043.00,19488.00
27103,43069.00,55562.00,26901.00
27104,72483.00,98543.00,26772.00
27105,31582.00,39640.00,40037.00
27106,57245.00,77159.00,39782.00
27107,44933.00,52884.00,38461.00
27109,36339.00,82203.00,2517.00
27110,22331.00,31546.00,1141.00
27127,43639.00,52386.00,26035.00
27201,41723.00,61335.00,63.00
27203,29743.00,37802.00,20050.00
27205,43657.00,57012.00,29991.00
27207,47432.00,54671.00,3498.00
27208,40434.00,49959.00,1656.00
27209,33975.00,40924.00,3769.00
27212,28521.00,33789.00,2026.00
27214,57776.00,74062.00,6723.00
27215,47120.00,58480.00,33240.00
27217,36229.00,46877.00,34390.00
27229,29102.00,35123.00,3610.00
27231,64153.00,68399.00,2033.00
27233,51253.00,65360.00,3119.00
27235,84037.00,98038.00,2411.00
27239,39742.00,51999.00,8598.00
27242,52228.00,64756.00,2261.00
27243,54963.00,65810.00,3679.00
27244,46303.00,61089.00,11522.00
27248,44268.00,51346.00,4392.00
27249,52270.00,60821.00,10467.00
27252,53374.00,59655.00,1960.00
27253,46732.00,54680.00,26019.00
27258,50254.00,58177.00,5116.00
27260,23846.00,29266.00,25307.00
27262,38928.00,51822.00,23476.00
27263,38503.00,54604.00,18667.00
27265,60162.00,72798.00,32491.00
27278,60583.00,78181.00,20634.00
27281,42710.00,53258.00,2546.00
27282,73811.00,86998.00,13523.00
27283,53737.00,65915.00,3153.00
27284,58144.00,70150.00,41409.00
27288,35328.00,44830.00,24575.00
27291,42369.00,53183.00,1824.00
27292,38743.00,48909.00,38995.00
27295,46882.00,55688.00,33988.00
27298,41936.00,52809.00,9487.00
27299,44331.00,50971.00,4558.00
27301,49417.00,59958.00,5772.00
27302,48630.00,58789.00,20988.00
27305,1018.00,1296.00,33.00
27306,28241.00,44440.00,6356.00
27310,86256.00,102942.00,4139.00
27311,39100.00,47560.00,3513.00
27312,59199.00,71545.00,13181.00
27313,50185.00,62970.00,6311.00
27314,39209.00,49079.00,827.00
27315,38222.00,46765.00,2136.00
27316,39106.00,48205.00,6759.00
27317,40036.00,50600.00,14200.00
27320,42069.00,51834.00,38057.00
27325,35901.00,44811.00,6751.00
27326,42139.00,50023.00,3913.00
27330,46024.00,55707.00,32135.00
27332,46698.00,52191.00,22584.00
27341,38103.00,50444.00,4996.00
27343,31033.00,39478.00,1261.00
27344,41327.00,50892.00,15883.00
27349,48525.00,57907.00,4675.00
27350,45275.00,61444.00,6395.00
27355,41071.00,49189.00,2493.00
27356,33544.00,41981.00,2968.00
27357,55680.00,64772.00,6412.00
27358,81222.00,95917.00,10196.00
27360,40827.00,48525.00,41992.00
27370,50192.00,62970.00,14761.00
27371,38289.00,55832.00,8207.00
27376,52821.00,67056.00,7742.00
27377,53742.00,67923.00,3834.00
27379,34861.00,41493.00,4996.00
27401,26808.00,32835.00,20661.00
27403,35795.00,50322.00,22227.00
27405,34154.00,44940.00,39112.00
27406,39911.00,50237.00,49827.00
27407,50593.00,61019.00,42870.00
27408,67649.00,100193.00,17512.00
27409,44766.00,57596.00,12892.00
27410,66907.00,87651.00,44693.00
27455,60373.00,82941.00,22647.00
27501,48611.00,57017.00,13114.00
27502,81357.00,91029.00,17956.00
27503,82958.00,116707.00,3204.00
27504,43108.00,51552.00,12656.00
27505,41194.00,52665.00,4728.00
27507,40583.00,50757.00,1565.00
27508,43930.00,49467.00,1925.00
27509,27105.00,34413.00,6330.00
27510,44915.00,60270.00,14218.00
27511,72664.00,90302.00,31507.00
27513,83414.00,96154.00,36232.00
27514,49459.00,79847.00,30671.00
27516,57037.00,78779.00,28604.00
27517,72481.00,104369.00,17591.00
27518,113559.00,151441.00,15528.00
27519,122457.00,132257.00,14449.00
27520,54297.00,63994.00,24167.00
27521,42309.00,50379.00,5234.00
27522,56315.00,64261.00,8089.00
27523,85436.00,97642.00,7225.00
27524,40598.00,51131.00,10006.00
27525,47461.00,53920.00,10123.00
27526,64909.00,73070.00,24237.00
27527,63326.00,75556.00,7768.00
27529,60685.00,67292.00,29942.00
27530,38736.00,47576.00,37813.00
27531,35768.00,40303.00,841.00
27534,44367.00,54233.00,31894.00
27536,27796.00,38009.00,18516.00
27537,37311.00,47690.00,21055.00
27539,83537.00,95870.00,10006.00
27540,82835.00,92998.00,12994.00
27541,59994.00,69737.00,3340.00
27542,40377.00,50016.00,8194.00
27544,41585.00,51206.00,3698.00
27545,64002.00,70834.00,15560.00
27546,39317.00,50644.00,16092.00
27549,39418.00,51752.00,20509.00
27551,38319.00,49288.00,1966.00
27553,32116.00,44909.00,1935.00
27555,41875.00,49854.00,454.00
27556,40915.00,51039.00,335.00
27557,39972.00,49609.00,6436.00
27559,53628.00,64888.00,1954.00
27560,79226.00,96652.00,6078.00
27562,66565.00,83553.00,1887.00
27563,27796.00,41925.00,5187.00
27565,42647.00,54038.00,23636.00
27568,45530.00,49979.00,512.00
27569,44607.00,50583.00,6454.00
27571,66293.00,79042.00,1107.00
27572,68735.00,88816.00,6217.00
27573,36232.00,45332.00,11306.00
27574,47212.00,55546.00,13078.00
27576,36746.00,46231.00,15374.00
27577,44827.00,56480.00,19011.00
27581,54323.00,58949.00,2482.00
27582,41020.00,51064.00,307.00
27583,56149.00,61975.00,4932.00
27587,68948.00,86285.00,29669.00
27589,29345.00,39312.00,8402.00
27591,50521.00,59674.00,15234.00
27592,64063.00,69906.00,9338.00
27596,52680.00,62289.00,9456.00
27597,46338.00,58947.00,18071.00
27601,19814.00,31283.00,9924.00
27603,54525.00,64956.00,31725.00
27604,47787.00,58822.00,32223.00
27605,43617.00,64213.00,4216.00
27606,43050.00,56778.00,40900.00
27607,62720.00,87103.00,18576.00
27608,81794.00,123480.00,9921.00
27609,56562.00,78065.00,32373.00
27610,39323.00,47033.00,43230.00
27612,65586.00,89397.00,27598.00
27613,91889.00,104346.00,32984.00
27614,114744.00,153642.00,11018.00
27615,85079.00,108330.00,40308.00
27616,56374.00,65064.00,22221.00
27617,92843.00,96398.00,3631.00
27701,27342.00,39730.00,23960.00
27703,47612.00,53661.00,31349.00
27704,40182.00,47936.00,26439.00
27705,46835.00,58629.00,43115.00
27707,51460.00,68161.00,42195.00
27709,56315.00,64900.00,65.00
27712,78080.00,90923.00,17205.00
27713,63710.00,76654.00,31046.00
27801,29138.00,36157.00,22533.00
27803,42241.00,54625.00,21248.00
27804,47177.00,64220.00,25899.00
27805,30343.00,38897.00,3534.00
27806,42893.00,46890.00,2543.00
27807,47812.00,54747.00,5459.00
27808,50361.00,63041.00,2094.00
27809,40018.00,59336.00,5089.00
27810,38412.00,45535.00,4022.00
27812,35789.00,44973.00,3067.00
27813,45953.00,52953.00,751.00
27814,49946.00,82083.00,1607.00
27816,38409.00,47264.00,2443.00
27817,41126.00,53477.00,5952.00
27819,38542.00,42493.00,389.00
27820,44202.00,48717.00,2928.00
27821,46385.00,64315.00,426.00
27822,42092.00,49561.00,7329.00
27823,24249.00,34212.00,9022.00
27825,41458.00,54549.00,105.00
27826,4046.00,5398.00,100.00
27827,33507.00,56004.00,61.00
27828,28591.00,43186.00,8192.00
27829,36282.00,55546.00,1902.00
27830,42229.00,51607.00,4689.00
27831,28349.00,36792.00,4072.00
27832,26968.00,35180.00,2572.00
27834,34503.00,45919.00,42939.00
27837,52394.00,60660.00,4530.00
27839,27457.00,37259.00,3784.00
27840,33141.00,42575.00,716.00
27841,33141.00,42575.00,72.00
27842,43607.00,57956.00,1419.00
27843,26440.00,35165.00,1331.00
27844,25294.00,34262.00,2761.00
27845,31150.00,39550.00,2465.00
27846,40422.00,49521.00,2933.00
27847,26108.00,36384.00,991.00
27849,25987.00,36354.00,1541.00
27850,36353.00,53564.00,7195.00
27851,40449.00,47505.00,4806.00
27852,38328.00,49384.00,2727.00
27853,43149.00,48126.00,799.00
27855,3221.00,3534.00,423.00
27856,47466.00,57596.00,14538.00
27857,33153.00,42592.00,1457.00
27858,44512.00,60116.00,44351.00
27860,38306.00,44435.00,2135.00
27861,29349.00,38683.00,121.00
27862,45042.00,49428.00,894.00
27863,52887.00,58748.00,8220.00
27864,39463.00,43913.00,4354.00
27865,45718.00,54108.00,1847.00
27866,29509.00,38305.00,690.00
27869,23764.00,31518.00,2485.00
27870,35626.00,47125.00,27275.00
27871,31354.00,40978.00,5047.00
27872,25987.00,36354.00,413.00
27873,48250.00,59043.00,379.00
27874,21440.00,31430.00,5605.00
27876,33911.00,41770.00,1373.00
27878,45536.00,56490.00,2462.00
27879,61181.00,69652.00,346.00
27880,50417.00,56672.00,2166.00
27881,38542.00,42493.00,51.00
27882,40753.00,52258.00,6761.00
27883,40448.00,48037.00,3148.00
27884,37673.00,45101.00,1176.00
27886,36665.00,46192.00,20033.00
27888,3145.00,4743.00,214.00
27889,39387.00,50289.00,25682.00
27891,44597.00,53112.00,5264.00
27892,34897.00,44347.00,15423.00
27893,32081.00,39917.00,40502.00
27896,59116.00,74088.00,14003.00
27897,23757.00,31511.00,2240.00
27909,44381.00,55487.00,32941.00
27910,30866.00,45094.00,11411.00
27915,40000.00,52319.00,792.00
27916,35282.00,50093.00,479.00
27917,51917.00,56469.00,841.00
27919,6222.00,8666.00,188.00
27920,40000.00,52319.00,999.00
27921,61084.00,67852.00,3312.00
27922,25790.00,38478.00,947.00
27923,41174.00,52351.00,559.00
27924,33495.00,44715.00,3365.00
27925,32215.00,42977.00,3957.00
27926,49107.00,57393.00,1549.00
27927,71250.00,110256.00,643.00
27928,35062.00,46651.00,2043.00
27929,69537.00,82174.00,960.00
27932,34251.00,49648.00,12359.00
27935,41108.00,50648.00,1567.00
27936,40000.00,52319.00,1006.00
27937,42392.00,50454.00,3224.00
27938,45634.00,53171.00,1584.00
27939,37039.00,50921.00,1696.00
27941,45926.00,55111.00,457.00
27942,25648.00,38341.00,1051.00
27943,40000.00,52319.00,635.00
27944,20213.00,26574.00,5338.00
27946,48997.00,58814.00,1147.00
27947,45445.00,54884.00,884.00
27948,50620.00,67308.00,9309.00
27949,30853.00,40819.00,2991.00
27950,59619.00,67414.00,1824.00
27953,60000.00,57050.00,983.00
27954,51745.00,59078.00,5185.00
27956,51917.00,56469.00,269.00
27957,32805.00,44904.00,1113.00
27958,65300.00,74977.00,6922.00
27959,54767.00,63933.00,2719.00
27962,28617.00,39934.00,7907.00
27964,45926.00,55111.00,456.00
27965,37097.00,50949.00,522.00
27966,45926.00,55111.00,988.00
27967,33533.00,44746.00,347.00
27968,40000.00,52319.00,204.00
27970,33754.00,45084.00,3657.00
27972,40000.00,52319.00,296.00
27973,54716.00,58615.00,989.00
27974,60992.00,63426.00,1075.00
27976,61250.00,75837.00,2194.00
27978,60000.00,57050.00,198.00
27979,50653.00,59318.00,1629.00
27980,37090.00,51065.00,1938.00
27981,47166.00,67255.00,1540.00
27982,40000.00,52319.00,64.00
27983,29777.00,43739.00,9011.00
27986,25648.00,38341.00,1520.00
28001,41978.00,52345.00,26296.00
28006,43336.00,55021.00,1139.00
28007,30213.00,36040.00,606.00
28009,31943.00,46083.00,1186.00
28012,56422.00,73078.00,18350.00
28016,41076.00,49613.00,13312.00
28018,36349.00,43901.00,5171.00
28019,34544.00,36877.00,101.00
28020,36140.00,46539.00,2229.00
28021,40621.00,50218.00,12862.00
28023,48737.00,60247.00,13336.00
28025,49299.00,62685.00,41311.00
28027,61136.00,70847.00,38445.00
28031,89177.00,120647.00,14126.00
28032,48552.00,60247.00,2426.00
28033,41374.00,46888.00,2347.00
28034,38443.00,46684.00,14928.00
28036,88542.00,127385.00,9614.00
28037,69598.00,82753.00,11836.00
28039,23884.00,35575.00,379.00
28040,33757.00,40479.00,7185.00
28043,32036.00,40654.00,20471.00
28052,30547.00,40785.00,36507.00
28054,43918.00,54761.00,33183.00
28056,57446.00,70548.00,28208.00
28071,48661.00,57308.00,2730.00
28072,48902.00,61914.00,1016.00
28073,38811.00,47113.00,5167.00
28075,80432.00,93386.00,7743.00
28076,34544.00,36877.00,592.00
28077,41163.00,52371.00,547.00
28078,85720.00,98245.00,27695.00
28079,70020.00,79707.00,15369.00
28080,49682.00,60096.00,6205.00
28081,39161.00,51497.00,23423.00
28083,41144.00,57118.00,19980.00
28086,41244.00,49023.00,25312.00
28088,38087.00,48182.00,2874.00
28089,45625.00,52666.00,106.00
28090,37746.00,46425.00,8506.00
28091,33141.00,38909.00,2141.00
28092,41937.00,50045.00,34904.00
28097,58612.00,64836.00,4692.00
28098,35591.00,41639.00,2735.00
28101,43006.00,50580.00,661.00
28102,39594.00,43946.00,78.00
28103,47547.00,60999.00,9378.00
28104,94577.00,109123.00,15780.00
28105,74386.00,86386.00,30927.00
28107,59279.00,68431.00,5564.00
28108,76573.00,90982.00,28.00
28109,52986.00,67675.00,528.00
28110,52297.00,60637.00,35519.00
28112,47652.00,57561.00,22883.00
28114,40226.00,45450.00,6785.00
28115,54838.00,65725.00,24524.00
28117,78945.00,103902.00,19172.00
28119,39594.00,43946.00,2911.00
28120,49788.00,62130.00,15634.00
28124,52717.00,62925.00,5990.00
28125,50068.00,57943.00,2027.00
28127,46775.00,62470.00,6985.00
28128,41733.00,48877.00,7466.00
28129,48837.00,56551.00,4940.00
28133,38063.00,56818.00,2664.00
28134,51856.00,65031.00,7505.00
28135,37060.00,56203.00,4487.00
28137,50927.00,63567.00,2664.00
28138,51706.00,59037.00,9415.00
28139,39452.00,53371.00,18276.00
28144,37070.00,53084.00,25635.00
28146,45567.00,55980.00,24539.00
28147,46084.00,57348.00,22033.00
28150,36808.00,48847.00,28647.00
28152,41646.00,51145.00,23696.00
28159,36434.00,48272.00,3207.00
28160,30430.00,38680.00,3675.00
28163,52207.00,61157.00,4699.00
28164,51046.00,66033.00,11794.00
28166,50012.00,58966.00,6369.00
28167,37106.00,49727.00,2207.00
28168,42520.00,50678.00,9250.00
28169,30767.00,44080.00,203.00
28170,33396.00,40684.00,12426.00
28173,89297.00,112435.00,17652.00
28174,39843.00,50505.00,6725.00
28202,56632.00,83186.00,5034.00
28203,60080.00,87753.00,10068.00
28204,49877.00,78893.00,4910.00
28205,37458.00,48441.00,46232.00
28206,24984.00,31253.00,12567.00
28207,148850.00,246234.00,8669.00
28208,27448.00,35883.00,35954.00
28209,64240.00,90707.00,19752.00
28210,57651.00,90175.00,41008.00
28211,73652.00,113977.00,27516.00
28212,36232.00,43351.00,35278.00
28213,40640.00,48935.00,26009.00
28214,50528.00,59078.00,20676.00
28215,48010.00,55259.00,41818.00
28216,44037.00,51969.00,29547.00
28217,35691.00,45815.00,19651.00
28226,82899.00,123250.00,35095.00
28227,55653.00,66266.00,40283.00
28262,44560.00,51638.00,21597.00
28269,63730.00,73125.00,42216.00
28270,88425.00,110651.00,26540.00
28273,51769.00,60999.00,18037.00
28277,97891.00,122237.00,33916.00
28278,76765.00,92571.00,6312.00
28301,24917.00,36934.00,18629.00
28303,48564.00,64008.00,32257.00
28304,43354.00,52917.00,35965.00
28305,51299.00,76443.00,6297.00
28306,49849.00,58941.00,31241.00
28307,32961.00,33237.00,12132.00
28308,37780.00,45041.00,3325.00
28310,1799.00,1785.00,237.00
28311,47612.00,60548.00,32978.00
28312,44474.00,54899.00,16594.00
28314,48368.00,54863.00,47761.00
28315,39033.00,49674.00,8783.00
28318,38443.00,48224.00,4449.00
28320,31735.00,42670.00,8479.00
28323,43336.00,50686.00,2467.00
28325,32589.00,41721.00,394.00
28326,44517.00,50762.00,11013.00
28327,44734.00,57356.00,13512.00
28328,33936.00,50220.00,25336.00
28330,27737.00,37150.00,317.00
28332,27336.00,39502.00,408.00
28333,37238.00,44142.00,11624.00
28334,35535.00,46733.00,23502.00
28337,30702.00,46630.00,9461.00
28338,30137.00,41067.00,4463.00
28339,41722.00,49592.00,6440.00
28340,24801.00,35914.00,11462.00
28341,33085.00,42754.00,4169.00
28342,63373.00,74412.00,353.00
28343,30273.00,42523.00,1762.00
28344,41958.00,52118.00,3072.00
28345,35793.00,43701.00,12373.00
28347,52866.00,59337.00,1993.00
28348,47826.00,56882.00,24341.00
28349,39932.00,55328.00,3419.00
28350,53731.00,64469.00,329.00
28351,31347.00,43398.00,4973.00
28352,29053.00,41058.00,25153.00
28356,56183.00,68072.00,4133.00
28357,33902.00,45776.00,3013.00
28358,31528.00,46084.00,36597.00
28360,30198.00,40819.00,12570.00
28363,40275.00,49438.00,1575.00
28364,28568.00,36523.00,13983.00
28365,35936.00,44944.00,14947.00
28366,38701.00,51233.00,4690.00
28367,28931.00,40097.00,75.00
28369,33742.00,51367.00,2461.00
28371,39927.00,50030.00,5347.00
28372,28565.00,40863.00,11832.00
28373,37388.00,44405.00,1984.00
28374,59973.00,75000.00,11200.00
28375,33594.00,52999.00,101.00
28376,41097.00,50755.00,25635.00
28377,27920.00,40986.00,11488.00
28379,30616.00,42862.00,26310.00
28382,37064.00,47110.00,6794.00
28383,25339.00,36660.00,7717.00
28384,31488.00,41504.00,10679.00
28385,39130.00,47528.00,2968.00
28386,30778.00,41005.00,5461.00
28387,49109.00,69579.00,13026.00
28390,36513.00,45778.00,19630.00
28391,51705.00,56154.00,4625.00
28392,27336.00,39502.00,1215.00
28393,33544.00,43751.00,1971.00
28394,51477.00,61901.00,4661.00
28395,53845.00,65419.00,2409.00
28396,34419.00,45900.00,2615.00
28398,27949.00,40145.00,7240.00
28399,26523.00,33100.00,1949.00
28401,28897.00,38786.00,21873.00
28403,36646.00,53464.00,30310.00
28405,50441.00,61717.00,23775.00
28409,74301.00,95510.00,26369.00
28411,66585.00,83018.00,19155.00
28412,49586.00,64309.00,23493.00
28420,33446.00,50716.00,3494.00
28421,40786.00,49539.00,1363.00
28422,41029.00,50710.00,4619.00
28423,40891.00,50770.00,2344.00
28424,36953.00,43919.00,99.00
28425,40145.00,50765.00,9405.00
28428,48818.00,66765.00,5281.00
28429,51024.00,56409.00,7455.00
28430,32355.00,42363.00,1950.00
28431,29948.00,42213.00,7120.00
28432,36382.00,48211.00,1870.00
28433,30196.00,41380.00,5167.00
28434,26852.00,38271.00,1459.00
28435,33046.00,49102.00,2365.00
28436,43113.00,49955.00,1758.00
28438,42454.00,48399.00,1919.00
28439,32434.00,42379.00,1809.00
28441,30751.00,41927.00,3330.00
28442,41556.00,54383.00,1773.00
28443,50911.00,64045.00,10532.00
28444,31779.00,54372.00,1873.00
28445,48849.00,60629.00,4493.00
28447,34020.00,53939.00,1449.00
28448,37866.00,48383.00,1003.00
28449,60605.00,90837.00,1361.00
28450,52639.00,67796.00,2351.00
28451,47108.00,55748.00,15896.00
28452,30000.00,60132.00,654.00
28453,29763.00,41459.00,3310.00
28454,30185.00,38438.00,2282.00
28455,36978.00,48732.00,1869.00
28456,38292.00,46485.00,3531.00
28457,47075.00,51925.00,7850.00
28458,33408.00,46064.00,5710.00
28460,45476.00,61119.00,5501.00
28461,52957.00,70776.00,9095.00
28462,36744.00,51062.00,9934.00
28463,26941.00,38607.00,7947.00
28464,32395.00,42176.00,1941.00
28465,49677.00,67211.00,6782.00
28466,31477.00,41611.00,8546.00
28467,49230.00,58731.00,5167.00
28468,47162.00,67666.00,2746.00
28469,47430.00,62844.00,4141.00
28470,39334.00,51852.00,7504.00
28472,37473.00,50108.00,18665.00
28478,36797.00,46309.00,4399.00
28479,53336.00,65238.00,2680.00
28480,70375.00,184658.00,2564.00
28501,27992.00,34951.00,21394.00
28504,40657.00,53560.00,22060.00
28508,34080.00,41224.00,1914.00
28510,44669.00,53380.00,1434.00
28511,65982.00,69926.00,818.00
28512,53996.00,67501.00,3347.00
28513,34754.00,48638.00,9359.00
28515,31829.00,42328.00,2682.00
28516,39355.00,58282.00,10370.00
28518,36169.00,47197.00,6403.00
28519,34471.00,47169.00,280.00
28520,31657.00,44154.00,324.00
28521,31582.00,41092.00,1939.00
28523,41575.00,50392.00,2432.00
28524,31657.00,44154.00,411.00
28525,38461.00,47167.00,2831.00
28526,41287.00,50464.00,2572.00
28527,35070.00,47085.00,990.00
28528,37938.00,54316.00,653.00
28529,39835.00,51951.00,2093.00
28530,37266.00,46228.00,6450.00
28531,36729.00,39088.00,1524.00
28532,55405.00,61161.00,27188.00
28533,93098.00,95177.00,243.00
28537,31175.00,41765.00,216.00
28538,34485.00,45967.00,2151.00
28539,43065.00,53116.00,12506.00
28540,43939.00,53357.00,42685.00
28543,32660.00,36602.00,6399.00
28544,40413.00,44785.00,6252.00
28546,47398.00,55657.00,32016.00
28547,22583.00,25981.00,10195.00
28551,43787.00,53674.00,12645.00
28552,31175.00,41765.00,318.00
28553,37938.00,54316.00,507.00
28554,24344.00,38308.00,150.00
28555,43357.00,52379.00,4471.00
28556,53569.00,67702.00,814.00
28557,49974.00,60551.00,13198.00
28560,40542.00,55231.00,25595.00
28562,52368.00,66533.00,27646.00
28570,46316.00,55848.00,18256.00
28571,50065.00,62063.00,2485.00
28572,35775.00,45730.00,5749.00
28573,38685.00,49020.00,2162.00
28574,43289.00,52652.00,9528.00
28575,53688.00,56224.00,337.00
28577,65982.00,69926.00,461.00
28578,40483.00,46381.00,4454.00
